,TMIN,TMAX,PRCP,SNOW
1973-04-09,3.089572668738986,2.9815947432090946,2.125715474590411,1.0019327112940137
1973-04-10,3.088861140290448,2.981153451922013,2.127763220036765,1.011515152109841
1973-04-11,3.086556096823765,2.980554469523944,2.127881147629494,1.0138625998940918
1973-04-12,3.083166507627099,2.980062023715825,2.1266520668043554,1.0158626895138065
1973-04-13,3.0796341578415065,2.979702321635002,2.12328693032498,1.0117401826345123
1973-04-14,3.077287402977884,2.9794477895788827,2.1200402633849915,1.006165116801636
1973-04-15,3.0754575402482627,2.9793140240887266,2.1209308985223583,1.0034026054478975
1973-04-16,3.073826379890639,2.9790495578829246,2.1265818034201764,1.0031857519045007
1973-04-17,3.073757185001436,2.978762684389805,2.124075408517358,1.0026575189141753
1973-04-18,3.074899136512986,2.9785398063857644,2.1273978937947677,1.0034120907461757
1973-04-19,3.07671327887779,2.9783568441470045,2.1317368813208084,1.006975619185553
1973-04-20,3.0777451574564,2.9783446691758453,2.136145671576369,1.0146269841036213
1973-04-21,3.0789761237769353,2.9785604600135542,2.135830637984212,1.0163732602245792
1973-04-22,3.0805240209066933,2.978928575777073,2.133455610951235,1.0153459042972652
1973-04-23,3.082881534806356,2.979351595461265,2.130699080568527,1.0124044805932433
1973-04-24,3.084910446917225,2.9794762437272424,2.133367246548687,1.0119939961332691
1973-04-25,3.086478603010022,2.979430573318748,2.137647324473029,1.0136133655048485
1973-04-26,3.0879716086811557,2.97953274235828,2.142122747070162,1.013713451755647
1973-04-27,3.088999013787476,2.979636516095055,2.144917538886908,1.0117329868909908
1973-04-28,3.0892262101282997,2.979637560090536,2.1436816024365486,1.0108459479623453
1973-04-29,3.0891147109742203,2.9794929514116335,2.1417591279601362,1.011275730098127
1973-04-30,3.0893847485789028,2.9792868376385524,2.1415911244962302,1.0133196483374725
1973-05-01,3.0894821847952603,2.9790276193588126,2.1448461645120807,1.0156494338421704
1973-05-02,3.089149307884326,2.9787914195634473,2.143721787781222,1.0161537900471747
1973-05-03,3.0880283711401484,2.978669454362338,2.1423650243235146,1.0166787522449903
1973-05-04,3.0870256873336266,2.9784740193744397,2.1398502021501677,1.0170483517985924
1973-05-05,3.0866003696836257,2.9781923360661815,2.1381100927240926,1.0174967774516797
1973-05-06,3.0864421064069165,2.9779074996020496,2.1394062936427947,1.0191282487555453
1973-05-07,3.0868705371168446,2.97787024513105,2.1423616642542362,1.019291134222531
1973-05-08,3.0876646760934934,2.9782971054651703,2.1429736304201814,1.0192005332700107
1973-05-09,3.0886869864140065,2.978975220831781,2.140929190848439,1.018851866788471
1973-05-10,3.0898513675359913,2.97969225013921,2.138050099229078,1.0188803226833059
1973-05-11,3.0914681451036157,2.980392980787513,2.137361230832397,1.0188221025766322
1973-05-12,3.092205409046465,2.980747355361923,2.135976448732483,1.018692579193246
1973-05-13,3.0915810745797927,2.980662732258726,2.1318396615044533,1.0185941283387023
1973-05-14,3.0899457859638844,2.9803883759940812,2.1268016440818975,1.0184498863890221
1973-05-15,3.087585162777141,2.980212059623241,2.1224223628218524,1.0184152159884188
1973-05-16,3.085450001180843,2.979947480997217,2.120117626270387,1.0185771202176517
1973-05-17,3.0832064908109285,2.9796399016585053,2.118998479324776,1.0186104823012512
1973-05-18,3.0812172419049926,2.979436711305767,2.1185601799653107,1.019251230553912
1973-05-19,3.0803431180333023,2.9793823154188033,2.1184480512018196,1.019185160545215
1973-05-20,3.079720101221625,2.9793599820812897,2.1196632310951866,1.0190729723621303
1973-05-21,3.0789649932450347,2.979316357851685,2.1194330121549694,1.0188590625319924
1973-05-22,3.0779594079300874,2.9792236704776904,2.1200307793184807,1.018649731811368
1973-05-23,3.077612136960445,2.9790955431966597,2.1215877378715655,1.0186595441888975
1973-05-24,3.0779040982563375,2.9788691543995345,2.1246257553483154,1.0186595441888975
1973-05-25,3.0778949764818657,2.9783451795913525,2.1280558712319566,1.0187612658359508
1973-05-26,3.0776577731161776,2.9776544170750316,2.1315993894537346,1.0190798410264008
1973-05-27,3.0773690523539723,2.976957335319968,2.140057523844095,1.0192819760035037
1973-05-28,3.077183402861716,2.976446530458508,2.146180220404828,1.0192800135279978
1973-05-29,3.0762520017646398,2.9760858593128594,2.1464897803357417,1.0193114131360914
1973-05-30,3.0750367300758383,2.9759272401185357,2.1448690346610384,1.0195927012919304
1973-05-31,3.0747000994039935,2.976026915433269,2.143549909398713,1.01959597208444
1973-06-01,3.0755057665972947,2.976110564407321,2.1425037355705685,1.019622138424518
1973-06-02,3.0768829099892696,2.9759594038205344,2.144864861671774,1.019636856990812
1973-06-03,3.0773168790713648,2.9755372342954107,2.149323212949187,1.0196633504101411
1973-06-04,3.07698418538482,2.975102255843236,2.1527571495567646,1.0199999149593948
1973-06-05,3.0763729369825086,2.9748766967990536,2.1557788002444505,1.0200394915487627
1973-06-06,3.0759747931791943,2.9747741254523783,2.157716015669954,1.0200394915487627
1973-06-07,3.0756941490480427,2.9747237043892407,2.158732165653258,1.0200447248167783
1973-06-08,3.0756569436644146,2.9748516646284093,2.1582174518150485,1.020049958084794
1973-06-09,3.0760715183503007,2.9750992942117875,2.157514574097264,1.020049958084794
1973-06-10,3.0764557328200737,2.9753348313819346,2.1556087644805775,1.020049958084794
1973-06-11,3.0783652146406593,2.9758283632695584,2.153211896997293,1.0200002420386458
1973-06-12,3.0812154547979356,2.976385884632861,2.1562682051737427,1.0199668799550463
1973-06-13,3.082882852878754,2.9765631112673536,2.1592783123976176,1.0199668799550463
1973-06-14,3.0829553236160177,2.976543727827646,2.1596604931806715,1.0199668799550463
1973-06-15,3.0827270662210497,2.9763832612727996,2.1568277650978818,1.0199753840155716
1973-06-16,3.0827319208367956,2.9762203079805856,2.1554867451905824,1.0200208480314572
1973-06-17,3.0822396051335192,2.976162243646491,2.156377542911946,1.0202429348428694
1973-06-18,3.0820021985593327,2.976095419866897,2.1585557620161566,1.020474179873309
1973-06-19,3.0814101751670613,2.975913500994553,2.1588176306411873,1.020515064779681
1973-06-20,3.080644900867903,2.975880744556767,2.1553127261187752,1.020369514512997
1973-06-21,3.0807443905189116,2.9761156503788424,2.1518151920709085,1.0203610104524716
1973-06-22,3.0812441967411326,2.9765866884421994,2.14847460577513,1.0203773644150205
1973-06-23,3.0824581901660792,2.9771461470138254,2.1437640054258615,1.0203773644150205
1973-06-24,3.0840805192911898,2.9777814315495874,2.1400362524377776,1.0203773644150205
1973-06-25,3.086033411269665,2.978488675298892,2.139433634851679,1.0203773644150205
1973-06-26,3.087989294993875,2.979115205286614,2.1386333693194945,1.0203773644150205
1973-06-27,3.0895751072727373,2.9795810033266936,2.138790262876917,1.0203773644150205
1973-06-28,3.0904845073098857,2.9797333174931335,2.140160331125072,1.0203773644150205
1973-06-29,3.0907214968246137,2.9795857694079917,2.1407797490575615,1.0203773644150205
1973-06-30,3.0906279958245153,2.9794143179209724,2.1403439155553894,1.0203773644150205
1973-07-01,3.090983974919612,2.97936441047199,2.1400500720775506,1.0203773644150205
1973-07-02,3.091256609588267,2.9794478995267526,2.141703307454387,1.020344002331421
1973-07-03,3.092360051874056,2.979836076511857,2.140876730411968,1.020344002331421
1973-07-04,3.0940999365209034,2.9805643897102447,2.1398163033867252,1.0203191443083468
1973-07-05,3.0963526786449886,2.981322955950377,2.1390859760707244,1.0203191443083468
1973-07-06,3.098978543533233,2.982101151916134,2.136903069127925,1.0203243775763624
1973-07-07,3.1017523659971333,2.9828440485385768,2.1366554807973257,1.0203243775763624
1973-07-08,3.1044901649127823,2.9834974186834633,2.1371135341124665,1.0203243775763624
1973-07-09,3.1069012240931446,2.984055621236755,2.1376918182936313,1.0203243775763624
1973-07-10,3.1083061866746626,2.984472072344581,2.1379124447780065,1.0203243775763624
1973-07-11,3.1090982803363767,2.9847117722699306,2.1391070848930447,1.0203243775763624
1973-07-12,3.108626369919272,2.984712006607664,2.137823104871474,1.0203243775763624
1973-07-13,3.1081262636500924,2.984585277836456,2.135715393027439,1.0203243775763624
1973-07-14,3.107363064832235,2.9842977633287218,2.135897785175109,1.0203243775763624
1973-07-15,3.1059326692055276,2.9839710257498897,2.1377198369358377,1.0203243775763624
1973-07-16,3.105030580315698,2.9837985736326496,2.1372111387055295,1.0203243775763624
1973-07-17,3.104798652514085,2.983777277761432,2.1349758797155896,1.0203243775763624
1973-07-18,3.1046430311942466,2.9838614882171077,2.1319358841335387,1.0203263400518683
1973-07-19,3.1049113078210135,2.9838902253415966,2.131871690551927,1.0203263400518683
1973-07-20,3.104933508365466,2.9838063485171666,2.1329908104002056,1.0202795677189787
1973-07-21,3.1044798874215926,2.9836669680559997,2.1338488474461075,1.0202828385114886
1973-07-22,3.1037652702510248,2.9834344031578097,2.1342566623060737,1.0202880717795042
1973-07-23,3.10297599457109,2.9831848234407645,2.1357535189748127,1.0202795677189787
1973-07-24,3.1024499937146883,2.982939058464863,2.1376425011477753,1.0202795677189787
1973-07-25,3.1020631145747792,2.9828048825876867,2.138796820431476,1.0202795677189787
1973-07-26,3.102257626183281,2.982790274800659,2.1395185849902836,1.0202795677189787
1973-07-27,3.102605624426099,2.982861091681362,2.139044761027402,1.0202795677189787
1973-07-28,3.1024843610231914,2.9829556697467643,2.138088170981786,1.0202795677189787
1973-07-29,3.1025800665407006,2.9830243146100077,2.1371171922524064,1.0202795677189787
1973-07-30,3.102761467016797,2.9829274645009907,2.1370082609741963,1.0202795677189787
1973-07-31,3.1026156814828196,2.982752854410637,2.1378841551624714,1.0202795677189787
1973-08-01,3.1021464442229245,2.9825779644000114,2.138779640722425,1.0202795677189787
1973-08-02,3.101592020022691,2.982514420392336,2.1398664876472338,1.0202795677189787
1973-08-03,3.1008775486499713,2.982579205922648,2.1386553994511326,1.0202795677189787
1973-08-04,3.100941001298145,2.9827901366715563,2.1358570849811107,1.0202795677189787
1973-08-05,3.1017420922209014,2.9830092040984626,2.1347761181775384,1.0202795677189787
1973-08-06,3.102504511341326,2.983031761296528,2.1344506792095523,1.0202795677189787
1973-08-07,3.102983035524556,2.9830385047277668,2.132570097209785,1.0202795677189787
1973-08-08,3.1038667876477404,2.983149395724494,2.132556765322004,1.0202795677189787
1973-08-09,3.1046620707463672,2.9833621535540473,2.1320812884218165,1.0202795677189787
1973-08-10,3.1057912471334905,2.983590479216307,2.1322877430010907,1.0202861093039983
1973-08-11,3.107104252903055,2.9837641834420756,2.1328124557551362,1.0202861093039983
1973-08-12,3.107904084508811,2.9839043166118664,2.133359523808814,1.0202861093039983
1973-08-13,3.1080179649841777,2.983955762415667,2.1345905827392535,1.0202900342550099
1973-08-14,3.107757230615084,2.9839733012778353,2.1351299009557256,1.0202900342550099
1973-08-15,3.1071682210575178,2.984058878171304,2.1354763132593675,1.0202900342550099
1973-08-16,3.106770370234514,2.9842511576574324,2.135282946691878,1.0202210205330542
1973-08-17,3.1070613522788575,2.984431432107405,2.1342593178446965,1.0202125164725289
1973-08-18,3.1071302597009325,2.9845655503590685,2.1345935905432043,1.02019616250998
1973-08-19,3.1066498999712167,2.984661079164045,2.13382456823584,1.02019616250998
1973-08-20,3.1059200103602427,2.984712802527998,2.133063810615006,1.02019616250998
1973-08-21,3.105134268101918,2.984602341259319,2.1333877321323507,1.02019616250998
1973-08-22,3.104161126924861,2.9843098012669915,2.133280833154107,1.02019616250998
1973-08-23,3.1032225973451677,2.984102886489479,2.1328695227381984,1.020158221316867
1973-08-24,3.1033146575910893,2.984134255168554,2.1303297168239292,1.020158221316867
1973-08-25,3.1034670934319317,2.98431955286928,2.1270992811863407,1.020158221316867
1973-08-26,3.1039916091969024,2.9846763860501304,2.122830502849813,1.0201667253773923
1973-08-27,3.104847551158581,2.9850680955970987,2.1191511186009344,1.0201667253773923
1973-08-28,3.105516274607771,2.985387193138985,2.117184312887917,1.0201667253773923
1973-08-29,3.1060195669393194,2.985615365945981,2.1160360092121175,1.0201686878528982
1973-08-30,3.106570267886548,2.9857297720820646,2.11682199444987,1.0201686878528982
1973-08-31,3.1073319090324416,2.9857182061095964,2.1185606948146356,1.0201654170603882
1973-09-01,3.107983800195081,2.985723396401015,2.120640577697795,1.0201654170603882
1973-09-02,3.108997779821527,2.9859093711156364,2.121562699935977,1.0203328816368877
1973-09-03,3.110183221792861,2.986320628400836,2.1236391956525256,1.0203492355994366
1973-09-04,3.1112649578811857,2.9867813557214498,2.124455936363106,1.0203492355994366
1973-09-05,3.1119142406366054,2.9871687535385067,2.1269640383978965,1.0203492355994366
1973-09-06,3.112480814306037,2.9873847407149676,2.130257800502444,1.0203492355994366
1973-09-07,3.1127366440290367,2.9874995813138985,2.132595053853375,1.0202825114322376
1973-09-08,3.113393210578276,2.987484534544311,2.134225554567918,1.0203106402478215
1973-09-09,3.1142328264073864,2.987464879711412,2.135044977914454,1.0203054069798059
1973-09-10,3.114375854927894,2.987524797651861,2.1353313696257485,1.0203001737117903
1973-09-11,3.1144820478652377,2.9876394956539105,2.1362511072986368,1.0202969029192805
1973-09-12,3.114270174491698,2.9876663300207698,2.1363263565920674,1.0202969029192805
1973-09-13,3.11338599608377,2.987552502146943,2.137120742003015,1.0202821843529866
1973-09-14,3.1125472232127858,2.9871605971719983,2.140460677962804,1.0213294921146099
1973-09-15,3.111374241558071,2.9864641334286257,2.139791590619131,1.0217439015255958
1973-09-16,3.1098505177935483,2.985651614703008,2.1401161624724647,1.0217769365299443
1973-09-17,3.10725258251777,2.984735202542265,2.141920438382819,1.0217815156394578
1973-09-18,3.1039860627650055,2.9838915607934178,2.1426209586326426,1.0217350703858195
1973-09-19,3.100934490669795,2.983035899838159,2.1405643794557667,1.0216519922560716
1973-09-20,3.097887496580145,2.982313811330688,2.139545221668512,1.0215721849188337
1973-09-21,3.096924378476971,2.981941908572906,2.138554814151452,1.0215597559072966
1973-09-22,3.097843521632483,2.9819511031206463,2.136905995639877,1.0215931179908961
1973-09-23,3.099783640826445,2.982115012461855,2.1382766871266883,1.0216094719534448
1973-09-24,3.101672931176623,2.9822991690867937,2.14043802459251,1.0215463456580065
1973-09-25,3.102709468836747,2.9824780707001755,2.1420186391172056,1.021299073744269
1973-09-26,3.103299152281635,2.9827326685022753,2.1437262317438153,1.0188616791660003
1973-09-27,3.1038311630761926,2.9829738644891783,2.1454579409966956,1.0178359586349413
1973-09-28,3.104137372328648,2.9831876970785776,2.147171440841875,1.0175092064632167
1973-09-29,3.1044345874639276,2.9834680202329946,2.148209431275487,1.0174434635337708
1973-09-30,3.1052606180836264,2.9838295002484383,2.1458892763416086,1.0170696119499059
1973-10-01,3.1078196152939332,2.984054830067387,2.142271674011715,1.016694124969786
1973-10-02,3.1106858077565036,2.984213685687984,2.144892419659321,1.0165897866887248
1973-10-03,3.1125522994261203,2.9842012221847143,2.1464002778452125,1.016350364677011
1973-10-04,3.11278867125453,2.984102205639411,2.148022459678559,1.0162476617922045
1973-10-05,3.1119359495316465,2.984027171597937,2.1477635175654806,1.0162718656567769
1973-10-06,3.111354817890602,2.9840731544742445,2.145175749371999,1.015538226896839
1973-10-07,3.1123961397275073,2.9843419315254267,2.143394533291932,1.015470194412636
1973-10-08,3.1144395446875235,2.984528097480198,2.1414838461553263,1.015814281784662
1973-10-09,3.116764228984485,2.9845510808478286,2.143332507496951,1.0175965366232274
1973-10-10,3.118408746615652,2.984493994177511,2.1467102171387866,1.0195527976233114
1973-10-11,3.118903308594379,2.984310311325879,2.1547013831914867,1.0226423882280253
1973-10-12,3.1187946676073404,2.9842012458365605,2.157668947602727,1.0232958925714741
1973-10-13,3.1193115234093414,2.9843250602903746,2.163179650900183,1.0235032608165926
1973-10-14,3.1197672038962923,2.9845838927153183,2.1645068511677095,1.0233972871392765
1973-10-15,3.119776967528476,2.9848777740627854,2.1642141457778523,1.0231310446289825
1973-10-16,3.1201614153209887,2.985130713245103,2.16428262073806,1.0231428194820176
1973-10-17,3.119218610094791,2.9851191832546333,2.1639672619779087,1.0233338337645874
1973-10-18,3.1181408320652992,2.9853178354605387,2.163650683837777,1.0232128144417265
1973-10-19,3.118887352347119,2.9862183625939682,2.1619166442142683,1.0216012949721704
1973-10-20,3.121635086654976,2.9875199134817456,2.1567382897046854,1.0201121031424794
1973-10-21,3.124650642146424,2.988982382771182,2.154712872460631,1.0199456198037329
1973-10-22,3.126486683970609,2.9902567050386146,2.151438539143764,1.0195946637674362
1973-10-23,3.127018946984018,2.9913372154805966,2.1449083257937263,1.0197382515586144
1973-10-24,3.1281238666336435,2.9921977637742785,2.1390407506221347,1.0190167147309626
1973-10-25,3.129275313642076,2.9930495811085436,2.1377179943172013,1.0179635195428216
1973-10-26,3.130288189851131,2.9937292441604533,2.1373032154426834,1.0176982582702807
1973-10-27,3.1308551436014627,2.994232653429985,2.1383561094093837,1.0165803013904466
1973-10-28,3.1310737436354152,2.994618433459305,2.1371837703993126,1.015056766239403
1973-10-29,3.130321530861849,2.9949395830315684,2.136935423343393,1.012901313975475
1973-10-30,3.129791134008505,2.9952749316279723,2.137299665692075,1.004831287616158
1973-10-31,3.1305946124908144,2.9958114824738122,2.139758911235668,0.9993288333769984
1973-11-01,3.131415400013467,2.9964447762333317,2.1365960021516366,0.999814218985446
1973-11-02,3.131129433639525,2.996764472321131,2.1306080877246885,0.9975315328928884
1973-11-03,3.1297483425396013,2.9964630942460193,2.1236285464007008,1.001424430137998
1973-11-04,3.1277844339118435,2.995777583467604,2.1222990428598782,1.0089102929550726
1973-11-05,3.1253129974639995,2.9950570518308006,2.1253106404370627,1.0172478701416874
1973-11-06,3.1226970474150866,2.9943004494720773,2.1263048686780603,1.023324348466309
1973-11-07,3.120919859804271,2.9937463422208155,2.1255806653592924,1.0260858785822946
1973-11-08,3.1195983345477334,2.9933717445648957,2.1207683416223624,1.0276594568587374
1973-11-09,3.1184381534687127,2.9931491935576777,2.1177741947275583,1.029675900441001
1973-11-10,3.116516239225569,2.9930346929496023,2.1164369142521973,1.0297511286687253
1973-11-11,3.115573840474833,2.993153763794748,2.1164936560672647,1.0301478758001585
1973-11-12,3.115634199234398,2.993754141852657,2.117762868042411,1.0289075912804597
1973-11-13,3.1168077729338552,2.994713497556253,2.1176614698227434,1.022273442832925
1973-11-14,3.1189995925916905,2.9957123647959687,2.110673311546897,1.0145615682534261
1973-11-15,3.1213346130687145,2.9967512375987484,2.104844729437331,1.007535251783972
1973-11-16,3.1229403544967056,2.9978028500150025,2.106498804831487,1.0027746132860247
1973-11-17,3.1240015703550403,2.998750158386704,2.106005579178258,1.0022983858966044
1973-11-18,3.125310919542364,2.9996914327324253,2.107010700547076,1.0052041579622701
1973-11-19,3.126839973026416,3.0005146972457255,2.105936237103397,1.0062334763650898
1973-11-20,3.1275104094967014,3.0011482751040557,2.107764819321352,1.007429278106656
1973-11-21,3.1278353089601323,3.0018372908961792,2.110812591837942,1.00917424591061
1973-11-22,3.1291849665811142,3.0028241504443196,2.1115587439963486,1.008571765930313
1973-11-23,3.1318191711449614,3.00384478190481,2.1129035033355867,1.0104537799404258
1973-11-24,3.1357800948226595,3.004747075792217,2.118488182351827,1.0164134909724492
1973-11-25,3.138899304774749,3.005388394903114,2.1239314674850567,1.0208516293289347
1973-11-26,3.1410595039198834,3.0058890186155214,2.123272243570555,1.0229606363392243
1973-11-27,3.1428076539741787,3.006270125240972,2.1232461217416505,1.0174624341303273
1973-11-28,3.143895443353726,3.0068172598967564,2.1299739830377744,1.0095618348230158
1973-11-29,3.145363744301723,3.007555455055412,2.130396891112159,1.0062923506302655
1973-11-30,3.1476406120220997,3.0083524276025058,2.130810450606697,1.0041512898533802
1973-12-01,3.1490394974654867,3.0091272556797177,2.131402337648972,1.0044440257830032
1973-12-02,3.1506643444892366,3.0096509809839898,2.130606841247376,0.9925282015907172
1973-12-03,3.153361909036904,3.0099189126702433,2.131004630094173,0.9859977372657418
1973-12-04,3.1563138382824176,3.010285788845733,2.138556819354086,0.9835485678344377
1973-12-05,3.1592215727419437,3.011024391152761,2.140632718929311,0.9770910421824298
1973-12-06,3.1611515598000803,3.0117382118815135,2.139994739323793,0.9622462232976589
1973-12-07,3.16511544967312,3.0125465632323025,2.1345385016654426,0.9495532588050553
1973-12-08,3.1702883724823216,3.013909547650348,2.133750240251728,0.9425086258975464
1973-12-09,3.174160505272158,3.015176391314552,2.133225635887014,0.937347969475656
1973-12-10,3.176498106444737,3.0162544473961788,2.1294217393935146,0.930769751580038
1973-12-11,3.1801168221918505,3.017444033607429,2.1267954929873323,0.9268523233911053
1973-12-12,3.1852454613916095,3.0188846016588857,2.126660900534877,0.9260853225475679
1973-12-13,3.1893455584243746,3.0200499779215457,2.124120281700621,0.9055777805906593
1973-12-14,3.1930568575047618,3.020652252926462,2.1239564241286466,0.9068399794201736
1973-12-15,3.1960203780986842,3.0212684320341965,2.1245848925703203,0.912172352448826
1973-12-16,3.1980662138223073,3.021861170010288,2.1210189106595787,0.9094402594654282
1973-12-17,3.2013527806909075,3.022403945219189,2.122001568339433,0.9080773202266136
1973-12-18,3.203538193455309,3.022734349180116,2.121809529541255,0.9202561161366838
1973-12-19,3.202184830057098,3.022384606056832,2.1236207965634946,0.9379111999458357
1973-12-20,3.198044750709741,3.021608057603504,2.128003763060813,0.9505289362107149
1973-12-21,3.19297236290409,3.021002308682956,2.132338848570918,0.954881052724194
1973-12-22,3.1887693720019294,3.0205268974633817,2.128016553001936,0.9600819398939544
1973-12-23,3.186238082923105,3.020117614383199,2.122947183965229,0.9625347071970192
1973-12-24,3.1850906183310217,3.0198590865866413,2.1254707856744313,0.9704117567982604
1973-12-25,3.18465761915477,3.0197851075230195,2.1296716309974086,0.9790221180801887
1973-12-26,3.184458352736096,3.0197978545058204,2.1357915907275205,0.9815069391498491
1973-12-27,3.184638847486852,3.0197336675836954,2.140265089414018,0.9941465897245436
1973-12-28,3.184775842859258,3.0195470092935213,2.1411706551818055,1.0038487415462278
1973-12-29,3.1837954687146515,3.019363777616568,2.141646375957989,1.006244924138874
1973-12-30,3.1808653394756994,3.018871152292927,2.1409065916728105,0.9983453060693153
1973-12-31,3.1764527213629314,3.017903583051698,2.1384507874904948,0.9960511722029736
1974-01-01,3.1711392439022346,3.0165650143880023,2.1369793752173374,0.9995950758872925
1974-01-02,3.1664201431829384,3.0153316344383083,2.135961924562055,1.0083853307572572
1974-01-03,3.162431007134784,3.0141793131897296,2.1373700645629183,1.007692903982942
1974-01-04,3.158832587179626,3.0133167394632565,2.134733575364904,0.9979858459724933
1974-01-05,3.15723968165198,3.012734557739088,2.13133692468738,0.9938947387012926
1974-01-06,3.156966340315505,3.0126791309688583,2.131733114791537,0.9991783769215498
1974-01-07,3.15788597755175,3.0130185360530026,2.1325520774834144,1.0045640638681113
1974-01-08,3.1587765970148474,3.013631188630991,2.1320067165617083,1.0056211840072637
1974-01-09,3.1601451627326442,3.0144389560823424,2.1324195173309257,1.0116440213347253
1974-01-10,3.162901591935306,3.0151883298850333,2.1359387563424357,1.0206416444498085
1974-01-11,3.1641968747346167,3.0156805337660613,2.140628735621376,1.0223156360563008
1974-01-12,3.1636030480489827,3.015872676278968,2.1402252021400066,1.0230473123407329
1974-01-13,3.1636527116114057,3.0160270448830824,2.1390275271236847,1.0217560034578819
1974-01-14,3.1649523630297547,3.016248727721938,2.1400785513744163,1.020660615046365
1974-01-15,3.1667668327598117,3.016492085073711,2.1446135339092365,1.0228661104356924
1974-01-16,3.1685971948251086,3.0168874839967827,2.1475610191968073,1.0234162577358332
1974-01-17,3.1697276198911633,3.017064463370014,2.146658244454307,1.0256986167491398
1974-01-18,3.1694645153666445,3.0168969031783623,2.146975337443764,1.0253597626451292
1974-01-19,3.1688375761453003,3.0166248877049515,2.148603643274343,1.0248832081764578
1974-01-20,3.1697490473198435,3.0164937699266523,2.1487229799283822,1.0200198667937042
1974-01-21,3.1715177419454483,3.0167821515368702,2.152098630172918,1.022673787836119
1974-01-22,3.1727246165247927,3.01719743943403,2.148589850731903,1.0206534193028436
1974-01-23,3.1734589775227926,3.0175537178883403,2.1444673979929707,1.012394014057212
1974-01-24,3.174869104706101,3.0176683837440663,2.1460753266292185,1.0121496858567334
1974-01-25,3.176513688102462,3.017749507412253,2.1482974163153745,1.0134190804297691
1974-01-26,3.178468856813261,3.017758076596251,2.150141904667735,1.014207014345369
1974-01-27,3.179662159538056,3.017966253390435,2.1512981749594036,1.013473375585431
1974-01-28,3.1809201852043465,3.0183482930172367,2.151703469767411,1.0095395934339495
1974-01-29,3.1836570430096467,3.0190382548532897,2.1512148235634396,1.0052335950948579
1974-01-30,3.187268180954827,3.0200317703984743,2.150299285977149,0.9990374057643793
1974-01-31,3.1895511231386995,3.0208239518261175,2.151387379379271,1.002091344730737
1974-02-01,3.190315721158813,3.021139709017252,2.1521525809626985,1.004564390947362
1974-02-02,3.1903072703493267,3.021216645644527,2.1497388589383575,1.0104596673669433
1974-02-03,3.188715828357049,3.0208757547602945,2.1437061255228125,1.014061136999434
1974-02-04,3.1861337042686553,3.020349895828226,2.142354429266355,1.018585951357428
1974-02-05,3.1833781773542094,3.019730767231014,2.1424364528930075,1.0273500398873145
1974-02-06,3.180184293438013,3.018989471452885,2.1436209586055455,1.0335462292177933
1974-02-07,3.1770368617969833,3.018303717009803,2.1461797055555034,1.0380968828366144
1974-02-08,3.1740006443258713,3.0179387131700546,2.145969267668294,1.0348712272634948
1974-02-09,3.173147365573273,3.017944936233904,2.1411689209525004,1.0315068900879614
1974-02-10,3.1745443724153644,3.018606326226399,2.13823682695001,1.0302646430927567
1974-02-11,3.1762915908632534,3.019650170025011,2.135448728174487,1.0221848043559105
1974-02-12,3.178033297034693,3.0207639675456592,2.133408434494677,1.015790404999341
1974-02-13,3.1793436535045236,3.0217430927876876,2.132527229229156,1.0094764671385112
1974-02-14,3.1807447072900485,3.022323086879045,2.1312038225882337,1.0016726832894884
1974-02-15,3.1822912051526506,3.022838064972799,2.1293874612674113,0.9934024844285746
1974-02-16,3.184511383387061,3.023678981963047,2.1301819279703578,0.9850819153630106
1974-02-17,3.188495266152441,3.0248028143639987,2.130681982151475,0.9839109716445185
1974-02-18,3.193217516781728,3.0259243068109667,2.1310188290966066,0.9840045163102975
1974-02-19,3.196300288135012,3.0267570770656747,2.135965772383325,0.988018432878268
1974-02-20,3.1980083011880893,3.0272317372309216,2.137900305172873,0.9946996807379431
1974-02-21,3.1989658171390465,3.0274121231592384,2.1409185415966143,0.9986243046703973
1974-02-22,3.1995080727656084,3.027567187855951,2.1474281067789915,1.0107736634478797
1974-02-23,3.1982113741254095,3.0274032128421453,2.147272242920219,1.0080386267512231
1974-02-24,3.1950338772645974,3.0269331960623846,2.146665262663525,1.0084033201160607
1974-02-25,3.191705723803052,3.0264743684169835,2.1465768440663116,1.011580895039287
1974-02-26,3.1890337144039513,3.026213743891338,2.146167213685042,1.009518987441138
1974-02-27,3.1875685508982725,3.0263014088114755,2.1454874499922107,1.0091147174869324
1974-02-28,3.1878970079012405,3.026769553737781,2.1455580656417172,1.0110611661094873
1974-03-01,3.1895282434494265,3.027362047258525,2.1465680374331226,1.0129327135835686
1974-03-02,3.191088854221436,3.0279373082395518,2.147606867884054,1.019488363010869
1974-03-03,3.1923660202772073,3.0283617131155394,2.14584153084106,1.0246486923535085
1974-03-04,3.192791471715066,3.028630120977625,2.144907187705745,1.0256874960546065
1974-03-05,3.1931143364024255,3.029170806095362,2.142789395653875,1.0252220622804684
1974-03-06,3.193300476638435,3.0298432217982754,2.141886268646047,1.0270039900397827
1974-03-07,3.1936064729505214,3.0302774030265525,2.139727153161523,1.0297766408503013
1974-03-08,3.1939676706290023,3.0305298589204672,2.135999481465438,1.0323039822225886
1974-03-09,3.194082760796755,3.03071680436707,2.1359245573400023,1.0333967540000975
1974-03-10,3.193235692334973,3.0308266279882297,2.1371890272818925,1.0353536691586835
