,TMIN,TMAX,PRCP,SNOW,line1,line2,line3
1982-11-09,3.4804748154681815,3.9233455213272914,2.0232654178229157,0.14154087890184552,1,2,3
1982-11-10,3.4738731221637016,3.9110912511058338,2.0139045933780384,0.16951995751707682,1,2,3
1982-11-11,3.470206205286035,3.9004816601901613,2.0545590084555627,0.21904166090770877,1,2,3
1982-11-12,3.4610774225785654,3.888899353502887,2.093807515912301,0.24189223595481096,1,2,3
1982-11-13,3.44701301437341,3.867626549117035,2.0962306569088174,0.27445423265220015,1,2,3
1982-11-14,3.431925645477018,3.8368117806216544,2.0735744404172634,0.2860395585849695,1,2,3
1982-11-15,3.417210505584376,3.8066252312028808,2.0780142086246967,0.2921399317654419,1,2,3
1982-11-16,3.4050736252324945,3.7816477060196263,2.08308633160973,0.297438658005194,1,2,3
1982-11-17,3.397785194953395,3.762952684061977,2.1081459517337944,0.3000429193915631,1,2,3
1982-11-18,3.394729203995624,3.7466771011027378,2.1625781855820834,0.3005841401936465,1,2,3
1982-11-19,3.3951909725681206,3.734174838754728,2.2022149877191843,0.2985138251362145,1,2,3
1982-11-20,3.397384246862582,3.7248694085563923,2.2055335218251595,0.30142652418398597,1,2,3
1982-11-21,3.3973081734449555,3.716435312393414,2.221855562729328,0.33295700058923233,1,2,3
1982-11-22,3.3960371262654854,3.70376721540753,2.235126283070997,0.3519622891312097,1,2,3
1982-11-23,3.391270222718384,3.68607876636406,2.2605962126275863,0.36250009093091434,1,2,3
1982-11-24,3.3812405298217514,3.6635727567374428,2.273173468276173,0.36843751591291,1,2,3
1982-11-25,3.3694514596701697,3.6358019908742922,2.2337139228504395,0.3721722304262114,1,2,3
1982-11-26,3.359604150578328,3.6082423156714185,2.239215333502619,0.38347530680090497,1,2,3
1982-11-27,3.3511146907973983,3.5831399530167856,2.3128531612235195,0.3968472433384012,1,2,3
1982-11-28,3.3446421192322875,3.562803399730278,2.363811619006626,0.40656448456720523,1,2,3
1982-11-29,3.341115234888525,3.548172245757249,2.3812882957051875,0.4407021321480792,1,2,3
1982-11-30,3.3376403009143507,3.534873086467748,2.412588338937606,0.4662937286767006,1,2,3
1982-12-01,3.334612743723899,3.520895939536484,2.471866854778928,0.5163930252351473,1,2,3
1982-12-02,3.331852621265314,3.5078190171482566,2.5063131097469555,0.5506077822313719,1,2,3
1982-12-03,3.329248680302466,3.4989711810632538,2.5887033197107563,0.5537649035768585,1,2,3
1982-12-04,3.3300532860094285,3.4956312314331788,2.643132517041506,0.5488124422588694,1,2,3
1982-12-05,3.3336107545577005,3.4962009180639355,2.6501696464392843,0.5440302036125033,1,2,3
1982-12-06,3.3363317798104957,3.4955498779470804,2.6591167453694053,0.5639258876675857,1,2,3
1982-12-07,3.334287761586819,3.4848300873760305,2.650008331444999,0.5862046891253901,1,2,3
1982-12-08,3.3270970795643104,3.4643069798760546,2.65551771295572,0.5978962223660952,1,2,3
1982-12-09,3.317268664887454,3.4432784325080306,2.6626854126076966,0.6040969832759863,1,2,3
1982-12-10,3.3061641169558964,3.422130986070247,2.673595620127101,0.5978234776346323,1,2,3
1982-12-11,3.2940031402295555,3.3986972640370583,2.7054285721877007,0.5847599787585385,1,2,3
1982-12-12,3.278613229684916,3.3756846103785243,2.7080836272112965,0.5754399237635214,1,2,3
1982-12-13,3.269379491485779,3.355761782456767,2.6510111413624173,0.5842885928986593,1,2,3
1982-12-14,3.268124251353721,3.3483173341846544,2.6095493921840798,0.5727905606436454,1,2,3
1982-12-15,3.271380847512543,3.349436714541371,2.672565101987135,0.5792633868492074,1,2,3
1982-12-16,3.2747303328239625,3.3518390422637365,2.760721279193744,0.5881324245091549,1,2,3
1982-12-17,3.2762268784102075,3.3513920746568453,2.778796908976971,0.5884714149577717,1,2,3
1982-12-18,3.273832663234358,3.3453450237306774,2.7490454896896948,0.594270624949988,1,2,3
1982-12-19,3.2667032227694897,3.3361609588655723,2.7047829326458657,0.6097725272247158,1,2,3
1982-12-20,3.2555450390966745,3.3239127683127476,2.6646906528778405,0.6294790749779947,1,2,3
1982-12-21,3.2460098508409923,3.3131092809458895,2.6447805869360668,0.6440527544792568,1,2,3
1982-12-22,3.2410469557360866,3.3069899902399484,2.650628919717133,0.6511584598485455,1,2,3
1982-12-23,3.239461713799933,3.305202337801109,2.6691118224153447,0.6820851549826504,1,2,3
1982-12-24,3.241822349948677,3.3054048395374616,2.696649999981022,0.7292630231255501,1,2,3
1982-12-25,3.246658104997091,3.3081544461484618,2.7555060603196617,0.7625975688710745,1,2,3
1982-12-26,3.2508020172872225,3.31332868405709,2.827364488762418,0.7726596201270123,1,2,3
1982-12-27,3.2525008625753586,3.3150899288095896,2.8673273369703223,0.8014025184226032,1,2,3
1982-12-28,3.2497331912722798,3.3140153049334664,2.8656052519607362,0.8695832454334494,1,2,3
1982-12-29,3.241388408983242,3.3022057328103016,2.7751671318231974,0.8713887696683568,1,2,3
1982-12-30,3.228841990544324,3.2804631801763904,2.7056308801687696,0.8456953305156873,1,2,3
1982-12-31,3.2162698378390298,3.258555749976662,2.6648333692021966,0.8309296049233634,1,2,3
1983-01-01,3.202011715061436,3.2374429640847264,2.615764004893348,0.7965009784166381,1,2,3
1983-01-02,3.1862264654810426,3.2146472801317865,2.5837818839086206,0.7702910516705828,1,2,3
1983-01-03,3.1714876621646884,3.191465831092075,2.4608279748287876,0.7775073290316948,1,2,3
1983-01-04,3.158087627466743,3.171928934352027,2.3712742404246265,0.7921275651610932,1,2,3
1983-01-05,3.1489418933637183,3.159352028429203,2.3250295965568926,0.7976998115911456,1,2,3
1983-01-06,3.1457090434904695,3.153965054769552,2.3007917339919537,0.7917085555078673,1,2,3
1983-01-07,3.1477413896198403,3.1559952919416405,2.312440194838148,0.7907017684244219,1,2,3
1983-01-08,3.152506247892565,3.1633021336365905,2.3238605373041876,0.784780347283348,1,2,3
1983-01-09,3.1576349512753974,3.1694382729291424,2.328195925221201,0.7825994602340925,1,2,3
1983-01-10,3.162363647278241,3.1788564040771514,2.3155503479279753,0.7957866251536733,1,2,3
1983-01-11,3.166100334324594,3.1909071407949527,2.272428003220227,0.798853543032146,1,2,3
1983-01-12,3.1692091344293933,3.2020043883989056,2.211754587134199,0.7724806680876137,1,2,3
1983-01-13,3.1711446539089656,3.212212390803996,2.1953361367981516,0.7455040118719402,1,2,3
1983-01-14,3.170968199123421,3.2196191114749233,2.185986319729355,0.7500229145904108,1,2,3
1983-01-15,3.1663890289806016,3.217984001316941,2.1264808242019555,0.7609142557850248,1,2,3
1983-01-16,3.1598767839380093,3.207433968726664,2.041713780134115,0.7997453934398802,1,2,3
1983-01-17,3.154126525198955,3.195044164891981,2.0208923793658005,0.8203961678075465,1,2,3
1983-01-18,3.1476476172804637,3.1807608053087133,2.0308730329534272,0.8522801836077022,1,2,3
1983-01-19,3.1412904951399003,3.1646979521720446,2.0547700464245575,0.8651181738162613,1,2,3
1983-01-20,3.136726864740846,3.149409858810867,2.0831580693366005,0.8529916270814086,1,2,3
1983-01-21,3.132353533228128,3.134563883742712,2.118243131681999,0.867067732619465,1,2,3
1983-01-22,3.127722956521714,3.1205242718484723,2.1344573762135157,0.8579557275564317,1,2,3
1983-01-23,3.1226503703154638,3.1088863427034523,2.1382541618319615,0.8384703237867998,1,2,3
1983-01-24,3.117362651684442,3.0993965770388225,2.1105945235647043,0.7942778994231343,1,2,3
1983-01-25,3.1133259064800103,3.089928461754161,2.0388397162829834,0.781530112681589,1,2,3
1983-01-26,3.108752972665208,3.0811880728409458,1.9910817479865042,0.7889791731833822,1,2,3
1983-01-27,3.1048875485095295,3.0763437667600546,1.9589728523945027,0.7591538332836244,1,2,3
1983-01-28,3.106355145274404,3.0761773526588128,1.885850473525932,0.6819891319371194,1,2,3
1983-01-29,3.1127560530644938,3.0859416921955116,1.8946271479091488,0.6860657466882961,1,2,3
1983-01-30,3.120829925880762,3.099932016071632,1.912694427269142,0.7012039253057097,1,2,3
1983-01-31,3.1263815235910686,3.1094369724135476,1.9219083601780462,0.7243483890679218,1,2,3
1983-02-01,3.1299035020946304,3.115018889946996,1.9849817638143519,0.7600835109517193,1,2,3
1983-02-02,3.1333808488275947,3.1193742455187046,2.0565494457027014,0.821567357984098,1,2,3
1983-02-03,3.134315538088452,3.120355271365992,2.088720969468955,0.8677006117831916,1,2,3
1983-02-04,3.131563888380602,3.1147099476004914,2.0893586381522486,0.8909876552190708,1,2,3
1983-02-05,3.1264115757610327,3.1031758547460706,2.103647350999033,0.9209555747924957,1,2,3
1983-02-06,3.119147089888404,3.088268728940372,2.1483240131223105,0.9566761477300006,1,2,3
1983-02-07,3.111140439068533,3.0749220840894833,2.175104959126576,1.0108549688288826,1,2,3
1983-02-08,3.1046902120772506,3.06542484602722,2.1891017867248768,1.0612437894185514,1,2,3
1983-02-09,3.1022405706794673,3.061609761174811,2.1986797221738277,1.0728203859835452,1,2,3
1983-02-10,3.100971340431982,3.057726830793821,2.232910763961243,1.0705143779961737,1,2,3
1983-02-11,3.1011527045838623,3.052666598567495,2.253890822770997,1.1237562469538143,1,2,3
1983-02-12,3.1043888703854168,3.0501019445635755,2.286355750044504,1.1843584278408636,1,2,3
1983-02-13,3.10820003485603,3.0505386614284036,2.322489170070413,1.1881615224017401,1,2,3
1983-02-14,3.11204943975216,3.052325829810503,2.3537425268456618,1.1698283951784791,1,2,3
1983-02-15,3.1180917437050786,3.0603739666155976,2.368602104989871,1.1429666756385168,1,2,3
1983-02-16,3.1264134444120253,3.0746943877112547,2.3763884950905205,1.0977820131376985,1,2,3
1983-02-17,3.135336961899181,3.091459784572807,2.4006293941729986,1.0778048549833779,1,2,3
1983-02-18,3.145312968008063,3.113128227074192,2.418695534838915,1.0653698705871226,1,2,3
1983-02-19,3.1553782370553622,3.138156186204079,2.3898649394954905,1.047678351895364,1,2,3
1983-02-20,3.1641593156024315,3.164007982551735,2.3599134896153,1.0391846770497646,1,2,3
1983-02-21,3.172381783616471,3.1878303699192116,2.322764734037122,0.9972444295721883,1,2,3
1983-02-22,3.1807132364459356,3.209849191371417,2.30973807379269,0.9691605985436504,1,2,3
1983-02-23,3.1872554830266417,3.2279629026749115,2.2967865673573606,0.9432198273040076,1,2,3
1983-02-24,3.191529406037232,3.241443289138285,2.265798526302125,0.9356849280190882,1,2,3
1983-02-25,3.195339200557927,3.251301483114842,2.277076911573193,0.9208973790073254,1,2,3
1983-02-26,3.2001464352527536,3.260850934255502,2.2733097320007576,0.913679646751584,1,2,3
1983-02-27,3.205512091129631,3.2719149483877237,2.2448643948201568,0.9160423956294965,1,2,3
1983-02-28,3.2101089704218984,3.283900624516027,2.26745342836115,0.9223828264237962,1,2,3
1983-03-01,3.215493643481412,3.2985402372927317,2.3011997660363237,0.9111394007289022,1,2,3
1983-03-02,3.222184405109431,3.3179969755670564,2.3087489282041997,0.8904828067827187,1,2,3
1983-03-03,3.231053050312659,3.3417360205440567,2.3119384103147462,0.8608829755504958,1,2,3
1983-03-04,3.2428104785667813,3.365869034178911,2.265802701513742,0.8196672655982891,1,2,3
1983-03-05,3.2555929648459907,3.388690308004994,2.2643223992132384,0.7668444062938742,1,2,3
1983-03-06,3.2712789037686565,3.41389304276657,2.3313850277670554,0.7278415910727666,1,2,3
1983-03-07,3.2880155479306135,3.44197142126161,2.3751473185462517,0.7034226396153258,1,2,3
1983-03-08,3.3017880440265555,3.4671964764487573,2.373663220598824,0.6751176646031412,1,2,3
1983-03-09,3.312366141004681,3.487642026123335,2.335046688354993,0.6292637505728648,1,2,3
1983-03-10,3.3212036190431156,3.5035051201342715,2.3137682916969844,0.5622091120050631,1,2,3
1983-03-11,3.328656269877318,3.5170099764715306,2.3035420597533514,0.5199967992318156,1,2,3
1983-03-12,3.33362500100638,3.530173221742724,2.29486597001363,0.5065273847541591,1,2,3
1983-03-13,3.3386225212284524,3.5476471355546924,2.2675183339235563,0.4933154866258811,1,2,3
1983-03-14,3.3456363755142116,3.566848432640416,2.2348059304705803,0.42936704809154197,1,2,3
1983-03-15,3.352832634430729,3.5825772987647393,2.223062198886585,0.38080121047233156,1,2,3
1983-03-16,3.358854346198003,3.590951275494125,2.2303240305822865,0.40520270319422114,1,2,3
1983-03-17,3.3640634476179514,3.5932785656906394,2.251277519863569,0.42662602661002275,1,2,3
1983-03-18,3.3686018368919664,3.591779716847513,2.2985272510368757,0.4645900470658413,1,2,3
1983-03-19,3.3708213335694905,3.5889400258064597,2.337111899846542,0.5100569591247354,1,2,3
1983-03-20,3.369515794588262,3.5840147870808434,2.352193523335827,0.5381495195210487,1,2,3
1983-03-21,3.3655805819698044,3.574212750600518,2.384547617719143,0.5560592724071959,1,2,3
1983-03-22,3.3603838139547344,3.5616516374061367,2.4033740264640095,0.568374955443852,1,2,3
1983-03-23,3.3564536192888417,3.549459664678208,2.417627060229705,0.5840776331774171,1,2,3
1983-03-24,3.352846051336559,3.53835141828957,2.452948970943184,0.6097652527515695,1,2,3
1983-03-25,3.3479506590380375,3.527598406639576,2.4462067633114284,0.6575585413226447,1,2,3
1983-03-26,3.343846441301023,3.519985278811959,2.474211046319418,0.7139037005244895,1,2,3
1983-03-27,3.343926873892882,3.5180616198905597,2.563456574193321,0.7720034626492176,1,2,3
1983-03-28,3.3460288860902034,3.521665652009131,2.583267194185676,0.785494700546313,1,2,3
1983-03-29,3.348932023674735,3.527789981916729,2.576204633953504,0.7780427302552613,1,2,3
1983-03-30,3.3522653238595357,3.534604520708168,2.59218506663448,0.771897255341282,1,2,3
1983-03-31,3.355648364099183,3.5398406602263446,2.593550740397867,0.7648366517055002,1,2,3
1983-04-01,3.3565139880456774,3.5402515159073213,2.5709746120564168,0.7637222024194897,1,2,3
1983-04-02,3.355226398284511,3.533197924790127,2.6259147034631862,0.7650999876333957,1,2,3
1983-04-03,3.352334650648886,3.521061445147464,2.6506854748563065,0.7932012773974845,1,2,3
1983-04-04,3.3466803122469617,3.50963809201236,2.631590334309194,0.8254271934355154,1,2,3
1983-04-05,3.3403204648904716,3.5007553053689033,2.579848075436205,0.8334378432642016,1,2,3
1983-04-06,3.335040251587455,3.493525756135701,2.522221425136368,0.8329664574043225,1,2,3
1983-04-07,3.332443178214489,3.4895627454625124,2.523179066855386,0.8259538652913063,1,2,3
1983-04-08,3.3331559182941133,3.49044496182274,2.5550366906209945,0.820228854925182,1,2,3
1983-04-09,3.336236266702646,3.4956511706864815,2.6002656193717675,0.8165741596164898,1,2,3
1983-04-10,3.340514561635394,3.5049769838341645,2.6425525421914626,0.816507234463544,1,2,3
1983-04-11,3.3449232138399805,3.5153509550921127,2.6792230462571696,0.8163966624717205,1,2,3
1983-04-12,3.3487455635146146,3.521445006822704,2.6856251639245015,0.8355794481584671,1,2,3
1983-04-13,3.3508649505249197,3.5207898481549926,2.6996891744733635,0.8609950024369485,1,2,3
1983-04-14,3.349319798776095,3.5176080243058148,2.7710401249223313,0.8838543068518263,1,2,3
1983-04-15,3.3470174608219554,3.516437519832885,2.790421077682849,0.8666603621232732,1,2,3
1983-04-16,3.344590591113997,3.521493350245643,2.792416449270989,0.8535750398277405,1,2,3
1983-04-17,3.343116187275795,3.533285208022491,2.754732127911783,0.8481482828606138,1,2,3
1983-04-18,3.3427160903059057,3.5476873585750464,2.705107840022592,0.8189529123353241,1,2,3
1983-04-19,3.3438300806881704,3.560131999913887,2.6610942774170017,0.779056791811853,1,2,3
1983-04-20,3.3486528427702114,3.5755770514633918,2.6419148735081683,0.7656834003797275,1,2,3
1983-04-21,3.357824245832106,3.596526536974044,2.595395045238418,0.7299439138120422,1,2,3
1983-04-22,3.370516304277046,3.621660363152191,2.5974887240818996,0.7041311732997738,1,2,3
1983-04-23,3.382870703651666,3.647550634474985,2.656729283453978,0.6755279448885915,1,2,3
1983-04-24,3.3929863126497217,3.6726621357567093,2.6674337669100816,0.6479998836084296,1,2,3
1983-04-25,3.401577579709471,3.6969097754097406,2.672475904284412,0.6068089068649203,1,2,3
1983-04-26,3.410765971679474,3.7214958419175783,2.611408879612328,0.5486291255355831,1,2,3
1983-04-27,3.4185252504253723,3.745662850174422,2.516441793564632,0.48540522452661367,1,2,3
1983-04-28,3.427792382723234,3.768655389716442,2.510219209996823,0.4650788916612714,1,2,3
1983-04-29,3.4384652485661396,3.7898299721614412,2.534967966637782,0.4606938392486924,1,2,3
1983-04-30,3.4486370429176367,3.8064259252717845,2.5646954733494347,0.4587661038649276,1,2,3
1983-05-01,3.457637166199443,3.820106380330607,2.6076530869806653,0.4535663104599649,1,2,3
1983-05-02,3.466594202655422,3.8339477956533927,2.649697088397201,0.4488044403384085,1,2,3
1983-05-03,3.474649148028873,3.851047465942437,2.6238775797588776,0.44092473102635543,1,2,3
1983-05-04,3.480431227032575,3.8719684065536786,2.604923637277352,0.40685982817694427,1,2,3
1983-05-05,3.486861873992913,3.8950067731576485,2.589987766629963,0.3645413080957612,1,2,3
1983-05-06,3.4956337910308886,3.919140026808229,2.5641515571451725,0.3385568900172405,1,2,3
1983-05-07,3.503995723009858,3.9434069578066566,2.542118965443292,0.3158023380156692,1,2,3
1983-05-08,3.5105514190770286,3.9638322865007,2.5132204280199213,0.3073843176907912,1,2,3
1983-05-09,3.5148008859396116,3.979913326418246,2.4735240342261076,0.309079269933875,1,2,3
1983-05-10,3.519741083109014,3.9960232324890335,2.417192838221557,0.3083998341420123,1,2,3
1983-05-11,3.526719633796256,4.011756880671211,2.394475132249828,0.32409087271854337,1,2,3
1983-05-12,3.533793837646099,4.026128636361495,2.3872034318721234,0.35046520255770475,1,2,3
1983-05-13,3.5414002580655444,4.0423829252470025,2.401605634561946,0.327095230127958,1,2,3
1983-05-14,3.5491622840835,4.059074214277199,2.417551147291218,0.2953581586853572,1,2,3
1983-05-15,3.557853571131164,4.073427222880469,2.4100672702504404,0.26706482283020655,1,2,3
1983-05-16,3.5659863060042025,4.085713775074193,2.4501671413123143,0.26299548255217614,1,2,3
1983-05-17,3.574077716422087,4.097125565322089,2.4433516776949187,0.253464467835917,1,2,3
1983-05-18,3.583308952740894,4.107555165740039,2.46545600712367,0.22996500978416637,1,2,3
1983-05-19,3.5937005959582216,4.11929415227541,2.5616160649996944,0.21966290091440127,1,2,3
1983-05-20,3.6052770883619716,4.135986872129821,2.6386198724131242,0.20666050761273616,1,2,3
1983-05-21,3.616959883619808,4.154131739368541,2.6982771938174985,0.18422021285108425,1,2,3
1983-05-22,3.626990028850473,4.171877026917086,2.775915633396683,0.17302916336284344,1,2,3
1983-05-23,3.6341509348986922,4.190167121225176,2.804854025112759,0.17116107865887814,1,2,3
1983-05-24,3.6404153927957896,4.208541634314347,2.725370901128332,0.1697847483396015,1,2,3
1983-05-25,3.6469626007524627,4.226127109123169,2.6658027774266806,0.16682549266369384,1,2,3
1983-05-26,3.655401719432953,4.243054785983404,2.6394051917617762,0.182641652178341,1,2,3
1983-05-27,3.6628970494923996,4.258261743198661,2.6576056983288145,0.17925611237606118,1,2,3
1983-05-28,3.670628606253625,4.272883769378658,2.6783876243691163,0.177978714891574,1,2,3
1983-05-29,3.677279209095598,4.285961103843445,2.680933744325982,0.17276291764568952,1,2,3
1983-05-30,3.681625620485717,4.294938241098721,2.6869912172525816,0.1696305295089003,1,2,3
1983-05-31,3.6835636761966315,4.300528966753435,2.6569756209393693,0.16444092036634247,1,2,3
1983-06-01,3.6838918143646455,4.305653455164041,2.5857928176491507,0.1593822517404177,1,2,3
1983-06-02,3.6865843957851725,4.313254066874379,2.516713182319725,0.15615529545272683,1,2,3
1983-06-03,3.6925270462862105,4.323978393541664,2.4926271456317606,0.15557333760102424,1,2,3
1983-06-04,3.7014528132201954,4.334698512192636,2.528711981377038,0.15484880007565452,1,2,3
1983-06-05,3.709438422742549,4.3437184833124025,2.5592718734592044,0.15416645449453323,1,2,3
1983-06-06,3.7144741692440184,4.351749945316564,2.5774545404856983,0.15146035048411619,1,2,3
1983-06-07,3.7194688209933893,4.359529939000105,2.580079230333899,0.15071253464467835,1,2,3
1983-06-08,3.7256845789736013,4.371023809169229,2.580448167214948,0.14996471880524054,1,2,3
1983-06-09,3.7343757568661577,4.387927925349332,2.570139949297748,0.14246182720216488,1,2,3
1983-06-10,3.7438492650523676,4.405865056540027,2.576714768900139,0.1330719372649436,1,2,3
1983-06-11,3.752815352348176,4.421809043796881,2.568127876863141,0.1049255457673478,1,2,3
1983-06-12,3.762286845688036,4.436394425373155,2.539020958423622,0.06239461107029323,1,2,3
1983-06-13,3.7702679165928354,4.4507390664406525,2.5330500262468982,0.05793244924236362,1,2,3
1983-06-14,3.7778286072988068,4.467045495433974,2.523176409902539,0.056026537278037636,1,2,3
1983-06-15,3.786090457261429,4.48666984456053,2.4755850705060394,0.05828307884801443,1,2,3
1983-06-16,3.795817389521359,4.507695996007243,2.417544694691446,0.05202557704758233,1,2,3
1983-06-17,3.807277320544092,4.5283555481755595,2.4169745885234057,0.039545490917820274,1,2,3
1983-06-18,3.8171926539748027,4.546791067656401,2.4373989646234318,0.03745917201946649,1,2,3
1983-06-19,3.825645505180949,4.563339298822331,2.361419981879582,0.03618322942960856,1,2,3
1983-06-20,3.8331385438260623,4.578684572696162,2.3069615580675147,0.03424530978343893,1,2,3
1983-06-21,3.8404962911464553,4.5926743143939674,2.2595250810655294,0.034236580415663395,1,2,3
1983-06-22,3.847356544505592,4.606393832544935,2.201154104403823,0.03408236158496221,1,2,3
1983-06-23,3.8552267332097587,4.617802101940872,2.1600700220944606,0.03409109095273775,1,2,3
1983-06-24,3.863335819146138,4.626775644635172,2.1733377059185903,0.03409109095273775,1,2,3
1983-06-25,3.871734890629903,4.635867285029235,2.1831471758299275,0.03409109095273775,1,2,3
1983-06-26,3.8798376727439816,4.644651343720743,2.215023018700773,0.008223064444557603,1,2,3
1983-06-27,3.887743075940755,4.650196545846038,2.2714403758905064,0.008214335076782065,1,2,3
1983-06-28,3.893601881770887,4.6516463316822465,2.345670324531608,0.008214335076782065,1,2,3
1983-06-29,3.8988186744931,4.654988290326056,2.397438773368375,0.008214335076782065,1,2,3
1983-06-30,3.905635933965404,4.666843507115988,2.3988268414486162,0.008177962711050653,1,2,3
1983-07-01,3.915618703479606,4.684641057182043,2.405748203615202,0.007623647857303934,1,2,3
1983-07-02,3.9273362885531813,4.703238565950324,2.4425701539931914,0.007623647857303934,1,2,3
1983-07-03,3.9369895717095496,4.719428281671476,2.468488349451548,0.007661475117664603,1,2,3
1983-07-04,3.9438412999127554,4.732989681475721,2.4758864448718345,0.007661475117664603,1,2,3
1983-07-05,3.948708669963959,4.745425219869463,2.4543393164115805,0.007661475117664603,1,2,3
1983-07-06,3.9542716047867477,4.757006382759797,2.438163028349307,0.0075232601278852375,1,2,3
1983-07-07,3.9598668899959226,4.768296553151318,2.3940238298305205,0.007612008700269883,1,2,3
1983-07-08,3.966310091221327,4.779869468498838,2.358848431088322,0.007612008700269883,1,2,3
1983-07-09,3.9734421446392156,4.7900174999068375,2.3368849201604647,0.007612008700269883,1,2,3
1983-07-10,3.978854925124261,4.79803615795833,2.3441471314208586,0.007612008700269883,1,2,3
1983-07-11,3.9825161432608267,4.8058843828432405,2.3349578702169627,0.007612008700269883,1,2,3
1983-07-12,3.9863435830869167,4.816093364157114,2.3084600794732553,0.007574181439909214,1,2,3
1983-07-13,3.9910466301034337,4.829109071723183,2.3039060622933984,0.007603279332494344,1,2,3
1983-07-14,3.9967976860961762,4.841406485075007,2.2876789125623387,0.006389897211694443,1,2,3
1983-07-15,4.002979850755317,4.849547833500198,2.2629411632974605,0.006320062269490132,1,2,3
1983-07-16,4.008978749391159,4.856428992579357,2.260197290135835,0.00040737049619181333,1,2,3
1983-07-17,4.015127910760956,4.865222438193451,2.261496160513354,0.00040737049619181333,1,2,3
1983-07-18,4.020483716992884,4.874556596665844,2.262109916621024,0.00040737049619181333,1,2,3
1983-07-19,4.026286721701305,4.885973961440587,2.2282774177606672,0.00025897124400765277,1,2,3
1983-07-20,4.031727876470319,4.898154663348152,2.2180386601821835,0.00018622651254482893,1,2,3
1983-07-21,4.036515084941892,4.9090769541480155,2.202033176231507,0.00018622651254482893,1,2,3
1983-07-22,4.039998123114813,4.91776552983635,2.1950290689619703,0.00018622651254482893,1,2,3
1983-07-23,4.043599772216028,4.923127987973616,2.1819120723207384,0.00018622651254482893,1,2,3
1983-07-24,4.046607062261593,4.926547992398889,2.194156070169366,0.00017749714476929007,1,2,3
1983-07-25,4.048504457972344,4.9289297328903015,2.1947660306301113,0.00017749714476929007,1,2,3
1983-07-26,4.0503387656952485,4.931432027351417,2.1903330945871415,0.00017749714476929007,1,2,3
1983-07-27,4.05204752585232,4.935731162205943,2.1688368277956744,0.00017749714476929007,1,2,3
1983-07-28,4.054406008020815,4.943399363364437,2.1086951818437507,0.00017749714476929007,1,2,3
1983-07-29,4.057910085473807,4.955458761869723,2.035074054969318,0.00017749714476929007,1,2,3
1983-07-30,4.061768125093302,4.967877710800828,1.9740890162707996,0.00017749714476929007,1,2,3
1983-07-31,4.065337937639629,4.976435696417022,1.9528015100601723,0.00017749714476929007,1,2,3
1983-08-01,4.06709601093841,4.982204620099301,1.9400568663822209,0.00017749714476929007,1,2,3
1983-08-02,4.067996918098998,4.987885858781003,1.935847114378404,0.00017749714476929007,1,2,3
1983-08-03,4.069326862436614,4.994216784270688,1.9343592207840516,0.0001396698844086217,1,2,3
1983-08-04,4.072350512008652,4.999626101777862,1.912115591113176,0.0001396698844086217,1,2,3
1983-08-05,4.077021217427242,5.005969345290398,1.8850279568374213,0.0001396698844086217,1,2,3
1983-08-06,4.082189581280448,5.015000713987758,1.8840433660252403,0.0001396698844086217,1,2,3
1983-08-07,4.087773679447183,5.0243561460446715,1.903841080818053,2.9097892585129523e-05,1,2,3
1983-08-08,4.0919457740296235,5.031568959507691,1.920163501286914,2.9097892585129523e-05,1,2,3
1983-08-09,4.094675862780009,5.036567493191547,1.9374044683114722,2.9097892585129523e-05,1,2,3
1983-08-10,4.097795583580238,5.040505032508553,1.9477707596266147,2.9097892585129523e-05,1,2,3
1983-08-11,4.1012422191459414,5.041309675427459,1.9796727924612378,2.9097892585129523e-05,1,2,3
1983-08-12,4.101786248922969,5.037935094275706,2.030858609495114,2.9097892585129523e-05,1,2,3
1983-08-13,4.099319556925234,5.033098244073969,2.033005427395537,0.0,1,2,3
1983-08-14,4.096798791295371,5.029848064907071,2.0235155509552314,8.729367775538856e-06,1,2,3
1983-08-15,4.095270754176407,5.030972092040609,2.0078907703910693,8.729367775538856e-06,1,2,3
1983-08-16,4.095548253069881,5.034942933876616,1.9989892192240406,8.729367775538856e-06,1,2,3
1983-08-17,4.096082739913989,5.037694333626693,2.004650426611736,8.729367775538856e-06,1,2,3
1983-08-18,4.097308742584883,5.038394039082704,2.000973203871408,8.729367775538856e-06,1,2,3
1983-08-19,4.097056906519548,5.036471653300064,2.013228209096116,8.729367775538856e-06,1,2,3
1983-08-20,4.09591110710897,5.033892016950823,2.0067767480187673,8.729367775538856e-06,1,2,3
1983-08-21,4.094794663383592,5.031328789430145,2.013109784912076,8.729367775538856e-06,1,2,3
1983-08-22,4.093418133333839,5.028016451753841,2.0162271497310593,8.147409923836266e-05,1,2,3
1983-08-23,4.091739657453354,5.024234903928461,2.02804641468885,8.147409923836266e-05,1,2,3
1983-08-24,4.090062982006537,5.0223332872634545,2.02433616982028,8.147409923836266e-05,1,2,3
1983-08-25,4.089773753013581,5.023567172675969,2.026419979981758,8.147409923836266e-05,1,2,3
1983-08-26,4.090538795775255,5.026650739667072,2.0323749704413996,8.147409923836266e-05,1,2,3
1983-08-27,4.091427574185993,5.0293206812615745,2.0345047079306626,9.020346701390151e-05,1,2,3
1983-08-28,4.09144990779354,5.030480308344959,2.044502441929449,9.020346701390151e-05,1,2,3
